"Name","_wandb","trk.fake_double_majority_pt0.5","trk.fake_double_majority_pt0.9","trk.fake_double_majority","trk.fake_double_majority_pt1.5"
"PretrainedECTrainable_af5b5461","","0.04351294221321052","0.04356962673880133","0.02931307481499531","0.04571713439709436"
