"Name","_wandb","trk.lhc_pt0.5","trk.lhc_pt0.9","trk.lhc_pt1.5","trk.lhc"
"PretrainedECTrainable_af5b5461","","0.9074119650919786","0.9287558015179636","0.916810578877229","0.872502733068788"
