"Name","_wandb","trk.perfect_pt1.5","trk.perfect","trk.perfect_pt0.5","trk.perfect_pt0.9"
"PretrainedECTrainable_af5b5461","","0.5353143529598309","0.1477274088409933","0.33091932781662525","0.557869452069564"
