"Name","_wandb","trk.double_majority_pt0.5","trk.double_majority_pt0.9","trk.double_majority","trk.double_majority_pt1.5"
"PretrainedECTrainable_af5b5461","","0.46938531013298496","0.7717916496824786","0.20994426581155212","0.735750899250976"
